Date,Store ID,Product ID,Units Sold,Price,Discount,Inventory Level,Competitor Pricing,Holiday/Promotion,Weather Condition,lag1_units,lag2_units,lag3_units,rolling_3d_avg,price_gap,day_of_week,month,year,is_weekend,promo_flag,weather_idx,next_day_units_sold
2022-03-03,S003,P0017,42,74.37,20,108,77.83,1,Sunny,14.0,193.0,408.0,205.0,-3.4599999999999937,3,3,2022,0,1,3,60.0
2022-03-04,S003,P0017,60,50.42,10,115,54.35,0,Sunny,42.0,14.0,193.0,83.0,-3.9299999999999997,4,3,2022,0,0,3,14.0
2022-03-05,S003,P0017,14,42.14,15,376,38.49,1,Snowy,60.0,42.0,14.0,38.666666666666664,3.6499999999999986,5,3,2022,1,1,2,109.0
2022-03-06,S003,P0017,109,78.08,5,204,74.7,1,Sunny,14.0,60.0,42.0,38.666666666666664,3.3799999999999955,6,3,2022,1,1,3,172.0
2022-03-07,S003,P0017,172,50.65,5,231,51.61,1,Sunny,109.0,14.0,60.0,61.0,-0.9600000000000009,0,3,2022,0,1,3,46.0
2022-03-08,S003,P0017,46,48.78,0,101,46.4,0,Sunny,172.0,109.0,14.0,98.33333333333333,2.3800000000000026,1,3,2022,0,0,3,24.0
2022-03-09,S003,P0017,24,32.05,10,271,29.73,0,Snowy,46.0,172.0,109.0,109.0,2.3199999999999967,2,3,2022,0,0,2,75.0
2022-03-10,S003,P0017,75,53.47,5,109,49.38,0,Rainy,24.0,46.0,172.0,80.66666666666667,4.089999999999996,3,3,2022,0,0,1,115.0
2022-03-11,S003,P0017,115,49.48,5,122,46.24,0,Sunny,75.0,24.0,46.0,48.333333333333336,3.239999999999995,4,3,2022,0,0,3,48.0
2022-03-12,S003,P0017,48,39.7,5,104,36.62,1,Sunny,115.0,75.0,24.0,71.33333333333333,3.0800000000000054,5,3,2022,1,1,3,302.0
2022-03-13,S003,P0017,302,80.87,5,470,83.17,0,Snowy,48.0,115.0,75.0,79.33333333333333,-2.299999999999997,6,3,2022,1,0,2,126.0
2022-03-14,S003,P0017,126,86.55,10,363,90.31,1,Snowy,302.0,48.0,115.0,155.0,-3.760000000000005,0,3,2022,0,1,2,47.0
2022-03-15,S003,P0017,47,55.25,5,211,50.44,0,Rainy,126.0,302.0,48.0,158.66666666666666,4.810000000000002,1,3,2022,0,0,1,65.0
2022-03-16,S003,P0017,65,87.19,10,161,91.28,0,Cloudy,47.0,126.0,302.0,158.33333333333334,-4.090000000000003,2,3,2022,0,0,0,37.0
2022-03-17,S003,P0017,37,64.77,20,109,69.11,1,Rainy,65.0,47.0,126.0,79.33333333333333,-4.340000000000003,3,3,2022,0,1,1,285.0
2022-03-18,S003,P0017,285,98.53,15,379,99.65,1,Cloudy,37.0,65.0,47.0,49.666666666666664,-1.1200000000000045,4,3,2022,0,1,0,301.0
2022-03-19,S003,P0017,301,38.93,10,371,42.79,0,Sunny,285.0,37.0,65.0,129.0,-3.8599999999999994,5,3,2022,1,0,3,8.0
2022-03-20,S003,P0017,8,78.22,10,165,81.85,1,Cloudy,301.0,285.0,37.0,207.66666666666666,-3.6299999999999955,6,3,2022,1,1,0,141.0
2022-03-21,S003,P0017,141,77.72,20,386,81.31,1,Cloudy,8.0,301.0,285.0,198.0,-3.5900000000000034,0,3,2022,0,1,0,141.0
2022-03-22,S003,P0017,141,54.84,15,233,58.61,1,Rainy,141.0,8.0,301.0,150.0,-3.769999999999996,1,3,2022,0,1,1,60.0
2022-03-23,S003,P0017,60,93.57,15,64,93.29,1,Sunny,141.0,141.0,8.0,96.66666666666667,0.2799999999999869,2,3,2022,0,1,3,152.0
2022-03-24,S003,P0017,152,11.59,15,418,12.79,1,Rainy,60.0,141.0,141.0,114.0,-1.1999999999999993,3,3,2022,0,1,1,237.0
2022-03-25,S003,P0017,237,15.17,5,437,19.08,1,Snowy,152.0,60.0,141.0,117.66666666666667,-3.9099999999999984,4,3,2022,0,1,2,360.0
2022-03-26,S003,P0017,360,64.4,10,434,68.95,0,Rainy,237.0,152.0,60.0,149.66666666666666,-4.549999999999997,5,3,2022,1,0,1,170.0
2022-03-27,S003,P0017,170,79.2,5,173,77.9,1,Rainy,360.0,237.0,152.0,249.66666666666666,1.2999999999999972,6,3,2022,1,1,1,280.0
2022-03-28,S003,P0017,280,30.02,20,284,28.12,0,Sunny,170.0,360.0,237.0,255.66666666666666,1.8999999999999986,0,3,2022,0,0,3,278.0
2022-03-29,S003,P0017,278,23.61,15,457,28.28,1,Rainy,280.0,170.0,360.0,270.0,-4.670000000000002,1,3,2022,0,1,1,73.0
2022-03-30,S003,P0017,73,31.86,0,246,30.36,0,Sunny,278.0,280.0,170.0,242.66666666666666,1.5,2,3,2022,0,0,3,146.0
2022-03-31,S003,P0017,146,31.34,5,278,29.36,0,Snowy,73.0,278.0,280.0,210.33333333333334,1.9800000000000004,3,3,2022,0,0,2,51.0
2022-04-01,S003,P0017,51,75.4,10,413,79.47,0,Sunny,146.0,73.0,278.0,165.66666666666666,-4.069999999999993,4,4,2022,0,0,3,50.0
2022-04-02,S003,P0017,50,66.55,5,329,62.64,0,Sunny,51.0,146.0,73.0,90.0,3.9099999999999966,5,4,2022,1,0,3,146.0
2022-04-03,S003,P0017,146,32.78,15,167,35.2,1,Sunny,50.0,51.0,146.0,82.33333333333333,-2.4200000000000017,6,4,2022,1,1,3,36.0
2022-04-04,S003,P0017,36,87.56,15,160,83.8,1,Snowy,146.0,50.0,51.0,82.33333333333333,3.760000000000005,0,4,2022,0,1,2,111.0
2022-04-05,S003,P0017,111,81.98,5,118,77.97,1,Sunny,36.0,146.0,50.0,77.33333333333333,4.010000000000005,1,4,2022,0,1,3,73.0
2022-04-06,S003,P0017,73,55.48,15,252,51.6,1,Snowy,111.0,36.0,146.0,97.66666666666667,3.8799999999999955,2,4,2022,0,1,2,228.0
2022-04-07,S003,P0017,228,57.33,20,429,57.65,0,Cloudy,73.0,111.0,36.0,73.33333333333333,-0.3200000000000003,3,4,2022,0,0,0,151.0
2022-04-08,S003,P0017,151,87.21,10,452,83.06,1,Sunny,228.0,73.0,111.0,137.33333333333334,4.1499999999999915,4,4,2022,0,1,3,84.0
2022-04-09,S003,P0017,84,23.22,5,229,24.0,1,Sunny,151.0,228.0,73.0,150.66666666666666,-0.7800000000000011,5,4,2022,1,1,3,169.0
2022-04-10,S003,P0017,169,23.01,15,176,18.44,1,Snowy,84.0,151.0,228.0,154.33333333333334,4.57,6,4,2022,1,1,2,159.0
2022-04-11,S003,P0017,159,69.12,0,408,64.51,1,Snowy,169.0,84.0,151.0,134.66666666666666,4.609999999999999,0,4,2022,0,1,2,114.0
2022-04-12,S003,P0017,114,52.38,0,217,49.66,1,Sunny,159.0,169.0,84.0,137.33333333333334,2.720000000000006,1,4,2022,0,1,3,60.0
2022-04-13,S003,P0017,60,78.8,20,76,82.35,1,Rainy,114.0,159.0,169.0,147.33333333333334,-3.549999999999997,2,4,2022,0,1,1,194.0
2022-04-14,S003,P0017,194,29.34,15,268,31.94,0,Snowy,60.0,114.0,159.0,111.0,-2.6000000000000014,3,4,2022,0,0,2,371.0
2022-04-15,S003,P0017,371,11.64,0,497,10.95,0,Rainy,194.0,60.0,114.0,122.66666666666667,0.6900000000000013,4,4,2022,0,0,1,164.0
2022-04-16,S003,P0017,164,94.89,15,205,93.42,1,Cloudy,371.0,194.0,60.0,208.33333333333334,1.4699999999999989,5,4,2022,1,1,0,53.0
2022-04-17,S003,P0017,53,16.51,5,95,11.99,0,Sunny,164.0,371.0,194.0,243.0,4.520000000000001,6,4,2022,1,0,3,90.0
2022-04-18,S003,P0017,90,14.88,20,294,19.35,1,Cloudy,53.0,164.0,371.0,196.0,-4.470000000000001,0,4,2022,0,1,0,403.0
2022-04-19,S003,P0017,403,41.62,0,498,45.38,0,Rainy,90.0,53.0,164.0,102.33333333333333,-3.760000000000005,1,4,2022,0,0,1,43.0
2022-04-20,S003,P0017,43,66.13,0,60,66.56,1,Sunny,403.0,90.0,53.0,182.0,-0.4300000000000068,2,4,2022,0,1,3,23.0
2022-04-21,S003,P0017,23,91.4,15,387,90.42,0,Rainy,43.0,403.0,90.0,178.66666666666666,0.980000000000004,3,4,2022,0,0,1,220.0
2022-04-22,S003,P0017,220,30.02,10,346,28.51,0,Snowy,23.0,43.0,403.0,156.33333333333334,1.509999999999998,4,4,2022,0,0,2,20.0
2022-04-23,S003,P0017,20,59.8,0,96,55.58,0,Sunny,220.0,23.0,43.0,95.33333333333333,4.219999999999999,5,4,2022,1,0,3,239.0
2022-04-24,S003,P0017,239,22.14,20,356,18.65,0,Rainy,20.0,220.0,23.0,87.66666666666667,3.490000000000002,6,4,2022,1,0,1,255.0
2022-04-25,S003,P0017,255,99.83,15,357,102.31,0,Sunny,239.0,20.0,220.0,159.66666666666666,-2.480000000000004,0,4,2022,0,0,3,84.0
2022-04-26,S003,P0017,84,22.15,5,170,21.59,1,Sunny,255.0,239.0,20.0,171.33333333333334,0.5599999999999987,1,4,2022,0,1,3,221.0
2022-04-27,S003,P0017,221,11.81,20,406,15.29,0,Snowy,84.0,255.0,239.0,192.66666666666666,-3.4799999999999986,2,4,2022,0,0,2,101.0
2022-04-28,S003,P0017,101,44.84,0,267,47.54,1,Rainy,221.0,84.0,255.0,186.66666666666666,-2.6999999999999957,3,4,2022,0,1,1,221.0
2022-04-29,S003,P0017,221,77.64,15,303,80.12,0,Snowy,101.0,221.0,84.0,135.33333333333334,-2.480000000000004,4,4,2022,0,0,2,83.0
2022-04-30,S003,P0017,83,42.39,15,201,45.99,0,Cloudy,221.0,101.0,221.0,181.0,-3.6000000000000014,5,4,2022,1,0,0,150.0
2022-05-01,S003,P0017,150,98.78,0,307,97.1,0,Snowy,83.0,221.0,101.0,135.0,1.6800000000000068,6,5,2022,1,0,2,305.0
2022-05-02,S003,P0017,305,56.38,5,374,55.81,0,Sunny,150.0,83.0,221.0,151.33333333333334,0.5700000000000003,0,5,2022,0,0,3,2.0
2022-05-03,S003,P0017,2,48.68,15,213,44.01,0,Rainy,305.0,150.0,83.0,179.33333333333334,4.670000000000002,1,5,2022,0,0,1,23.0
2022-05-04,S003,P0017,23,62.16,10,81,62.58,0,Rainy,2.0,305.0,150.0,152.33333333333334,-0.4200000000000017,2,5,2022,0,0,1,136.0
2022-05-05,S003,P0017,136,73.18,5,171,70.56,0,Snowy,23.0,2.0,305.0,110.0,2.6200000000000045,3,5,2022,0,0,2,336.0
2022-05-06,S003,P0017,336,74.66,10,444,77.83,0,Rainy,136.0,23.0,2.0,53.666666666666664,-3.1700000000000017,4,5,2022,0,0,1,27.0
2022-05-07,S003,P0017,27,49.06,0,60,53.05,0,Sunny,336.0,136.0,23.0,165.0,-3.989999999999995,5,5,2022,1,0,3,83.0
2022-05-08,S003,P0017,83,14.21,15,430,18.93,1,Snowy,27.0,336.0,136.0,166.33333333333334,-4.719999999999999,6,5,2022,1,1,2,46.0
2022-05-09,S003,P0017,46,29.44,20,179,27.3,0,Cloudy,83.0,27.0,336.0,148.66666666666666,2.1400000000000006,0,5,2022,0,0,0,140.0
2022-05-10,S003,P0017,140,17.11,20,178,16.16,1,Snowy,46.0,83.0,27.0,52.0,0.9499999999999993,1,5,2022,0,1,2,133.0
2022-05-11,S003,P0017,133,78.64,5,329,79.07,0,Snowy,140.0,46.0,83.0,89.66666666666667,-0.4299999999999926,2,5,2022,0,0,2,141.0
2022-05-12,S003,P0017,141,92.22,0,174,88.36,1,Sunny,133.0,140.0,46.0,106.33333333333333,3.8599999999999994,3,5,2022,0,1,3,292.0
2022-05-13,S003,P0017,292,24.2,20,356,20.45,1,Snowy,141.0,133.0,140.0,138.0,3.75,4,5,2022,0,1,2,87.0
2022-05-14,S003,P0017,87,90.99,15,352,91.1,1,Sunny,292.0,141.0,133.0,188.66666666666666,-0.10999999999999943,5,5,2022,1,1,3,168.0
2022-05-15,S003,P0017,168,68.73,15,497,70.2,1,Rainy,87.0,292.0,141.0,173.33333333333334,-1.4699999999999989,6,5,2022,1,1,1,168.0
2022-05-16,S003,P0017,168,59.79,20,232,63.09,1,Snowy,168.0,87.0,292.0,182.33333333333334,-3.3000000000000043,0,5,2022,0,1,2,233.0
2022-05-17,S003,P0017,233,51.97,5,342,51.36,0,Cloudy,168.0,168.0,87.0,141.0,0.6099999999999994,1,5,2022,0,0,0,79.0
2022-05-18,S003,P0017,79,18.23,20,141,18.41,0,Sunny,233.0,168.0,168.0,189.66666666666666,-0.17999999999999972,2,5,2022,0,0,3,312.0
2022-05-19,S003,P0017,312,88.07,20,356,84.34,0,Sunny,79.0,233.0,168.0,160.0,3.7299999999999898,3,5,2022,0,0,3,47.0
2022-05-20,S003,P0017,47,27.61,15,310,32.47,1,Snowy,312.0,79.0,233.0,208.0,-4.859999999999999,4,5,2022,0,1,2,199.0
2022-05-21,S003,P0017,199,25.47,5,420,21.93,1,Sunny,47.0,312.0,79.0,146.0,3.539999999999999,5,5,2022,1,1,3,158.0
2022-05-22,S003,P0017,158,90.24,20,324,89.24,1,Rainy,199.0,47.0,312.0,186.0,1.0,6,5,2022,1,1,1,252.0
2022-05-23,S003,P0017,252,84.46,20,473,83.67,0,Snowy,158.0,199.0,47.0,134.66666666666666,0.789999999999992,0,5,2022,0,0,2,181.0
2022-05-24,S003,P0017,181,50.4,5,310,53.66,0,Rainy,252.0,158.0,199.0,203.0,-3.259999999999998,1,5,2022,0,0,1,54.0
2022-05-25,S003,P0017,54,92.54,20,77,89.5,1,Cloudy,181.0,252.0,158.0,197.0,3.0400000000000063,2,5,2022,0,1,0,263.0
2022-05-26,S003,P0017,263,59.69,5,365,64.16,1,Rainy,54.0,181.0,252.0,162.33333333333334,-4.469999999999999,3,5,2022,0,1,1,196.0
2022-05-27,S003,P0017,196,34.14,20,459,38.05,0,Sunny,263.0,54.0,181.0,166.0,-3.9099999999999966,4,5,2022,0,0,3,111.0
2022-05-28,S003,P0017,111,27.82,20,169,31.52,1,Cloudy,196.0,263.0,54.0,171.0,-3.6999999999999993,5,5,2022,1,1,0,349.0
2022-05-29,S003,P0017,349,42.9,20,466,45.36,0,Rainy,111.0,196.0,263.0,190.0,-2.460000000000001,6,5,2022,1,0,1,14.0
2022-05-30,S003,P0017,14,73.74,20,127,75.62,1,Rainy,349.0,111.0,196.0,218.66666666666666,-1.8800000000000097,0,5,2022,0,1,1,57.0
2022-05-31,S003,P0017,57,79.28,5,63,79.11,0,Sunny,14.0,349.0,111.0,158.0,0.1700000000000017,1,5,2022,0,0,3,72.0
2022-06-01,S003,P0017,72,76.09,15,145,75.07,0,Rainy,57.0,14.0,349.0,140.0,1.0200000000000102,2,6,2022,0,0,1,321.0
2022-06-02,S003,P0017,321,13.78,0,351,11.87,1,Snowy,72.0,57.0,14.0,47.666666666666664,1.9100000000000001,3,6,2022,0,1,2,31.0
2022-06-03,S003,P0017,31,70.75,20,131,73.89,1,Rainy,321.0,72.0,57.0,150.0,-3.1400000000000006,4,6,2022,0,1,1,146.0
2022-06-04,S003,P0017,146,82.56,10,266,78.57,1,Cloudy,31.0,321.0,72.0,141.33333333333334,3.990000000000009,5,6,2022,1,1,0,255.0
2022-06-05,S003,P0017,255,92.65,15,356,87.82,1,Sunny,146.0,31.0,321.0,166.0,4.8300000000000125,6,6,2022,1,1,3,66.0
2022-06-06,S003,P0017,66,10.27,10,76,7.79,1,Snowy,255.0,146.0,31.0,144.0,2.4799999999999995,0,6,2022,0,1,2,7.0
2022-06-07,S003,P0017,7,82.53,10,212,81.97,0,Rainy,66.0,255.0,146.0,155.66666666666666,0.5600000000000023,1,6,2022,0,0,1,96.0
2022-06-08,S003,P0017,96,35.5,20,200,31.46,1,Snowy,7.0,66.0,255.0,109.33333333333333,4.039999999999999,2,6,2022,0,1,2,275.0
2022-06-09,S003,P0017,275,68.1,5,402,69.99,1,Rainy,96.0,7.0,66.0,56.333333333333336,-1.8900000000000006,3,6,2022,0,1,1,86.0
2022-06-10,S003,P0017,86,71.44,0,228,73.68,0,Snowy,275.0,96.0,7.0,126.0,-2.240000000000009,4,6,2022,0,0,2,347.0
2022-06-11,S003,P0017,347,52.98,0,367,55.71,1,Snowy,86.0,275.0,96.0,152.33333333333334,-2.730000000000004,5,6,2022,1,1,2,7.0
2022-06-12,S003,P0017,7,85.1,15,309,82.48,1,Sunny,347.0,86.0,275.0,236.0,2.6199999999999903,6,6,2022,1,1,3,190.0
2022-06-13,S003,P0017,190,53.02,15,307,55.16,0,Rainy,7.0,347.0,86.0,146.66666666666666,-2.1399999999999935,0,6,2022,0,0,1,91.0
2022-06-14,S003,P0017,91,18.91,5,106,19.99,0,Sunny,190.0,7.0,347.0,181.33333333333334,-1.0799999999999983,1,6,2022,0,0,3,22.0
2022-06-15,S003,P0017,22,88.09,20,100,86.03,1,Rainy,91.0,190.0,7.0,96.0,2.0600000000000023,2,6,2022,0,1,1,62.0
2022-06-16,S003,P0017,62,79.52,10,227,83.37,0,Snowy,22.0,91.0,190.0,101.0,-3.8500000000000085,3,6,2022,0,0,2,85.0
2022-06-17,S003,P0017,85,93.74,0,387,92.86,1,Cloudy,62.0,22.0,91.0,58.333333333333336,0.8799999999999955,4,6,2022,0,1,0,18.0
2022-06-18,S003,P0017,18,11.85,0,433,14.04,1,Cloudy,85.0,62.0,22.0,56.333333333333336,-2.1899999999999995,5,6,2022,1,1,0,14.0
2022-06-19,S003,P0017,14,31.27,15,56,29.55,0,Cloudy,18.0,85.0,62.0,55.0,1.7199999999999989,6,6,2022,1,0,0,64.0
2022-06-20,S003,P0017,64,83.89,15,192,85.99,0,Sunny,14.0,18.0,85.0,39.0,-2.0999999999999943,0,6,2022,0,0,3,249.0
2022-06-21,S003,P0017,249,17.46,5,275,20.44,1,Sunny,64.0,14.0,18.0,32.0,-2.9800000000000004,1,6,2022,0,1,3,287.0
2022-06-22,S003,P0017,287,93.99,10,288,91.48,0,Cloudy,249.0,64.0,14.0,109.0,2.509999999999991,2,6,2022,0,0,0,85.0
2022-06-23,S003,P0017,85,88.64,15,127,89.91,0,Cloudy,287.0,249.0,64.0,200.0,-1.269999999999996,3,6,2022,0,0,0,157.0
2022-06-24,S003,P0017,157,31.33,20,232,30.73,0,Rainy,85.0,287.0,249.0,207.0,0.5999999999999979,4,6,2022,0,0,1,126.0
2022-06-25,S003,P0017,126,44.18,0,415,40.31,1,Snowy,157.0,85.0,287.0,176.33333333333334,3.8699999999999974,5,6,2022,1,1,2,70.0
2022-06-26,S003,P0017,70,73.52,5,129,76.51,0,Cloudy,126.0,157.0,85.0,122.66666666666667,-2.990000000000009,6,6,2022,1,0,0,360.0
2022-06-27,S003,P0017,360,95.07,0,422,96.5,0,Snowy,70.0,126.0,157.0,117.66666666666667,-1.4300000000000068,0,6,2022,0,0,2,62.0
2022-06-28,S003,P0017,62,63.81,15,81,61.39,0,Rainy,360.0,70.0,126.0,185.33333333333334,2.4200000000000017,1,6,2022,0,0,1,264.0
2022-06-29,S003,P0017,264,79.13,15,324,74.2,0,Sunny,62.0,360.0,70.0,164.0,4.929999999999993,2,6,2022,0,0,3,54.0
2022-06-30,S003,P0017,54,73.27,5,85,74.22,1,Sunny,264.0,62.0,360.0,228.66666666666666,-0.9500000000000028,3,6,2022,0,1,3,151.0
2022-07-01,S003,P0017,151,78.91,0,172,78.6,0,Cloudy,54.0,264.0,62.0,126.66666666666667,0.3100000000000023,4,7,2022,0,0,0,3.0
2022-07-02,S003,P0017,3,13.23,5,357,9.92,0,Sunny,151.0,54.0,264.0,156.33333333333334,3.3100000000000005,5,7,2022,1,0,3,49.0
2022-07-03,S003,P0017,49,74.18,0,343,78.68,1,Cloudy,3.0,151.0,54.0,69.33333333333333,-4.5,6,7,2022,1,1,0,29.0
2022-07-04,S003,P0017,29,24.46,10,101,26.27,0,Snowy,49.0,3.0,151.0,67.66666666666667,-1.8099999999999987,0,7,2022,0,0,2,262.0
2022-07-05,S003,P0017,262,20.97,20,463,16.63,0,Snowy,29.0,49.0,3.0,27.0,4.34,1,7,2022,0,0,2,41.0
2022-07-06,S003,P0017,41,86.55,10,56,88.47,0,Cloudy,262.0,29.0,49.0,113.33333333333333,-1.9200000000000017,2,7,2022,0,0,0,251.0
2022-07-07,S003,P0017,251,58.4,10,431,54.65,0,Snowy,41.0,262.0,29.0,110.66666666666667,3.75,3,7,2022,0,0,2,89.0
2022-07-08,S003,P0017,89,11.08,0,129,6.62,1,Snowy,251.0,41.0,262.0,184.66666666666666,4.46,4,7,2022,0,1,2,25.0
2022-07-09,S003,P0017,25,10.2,0,70,7.92,0,Cloudy,89.0,251.0,41.0,127.0,2.2799999999999994,5,7,2022,1,0,0,452.0
2022-07-10,S003,P0017,452,82.86,5,469,81.25,0,Sunny,25.0,89.0,251.0,121.66666666666667,1.6099999999999994,6,7,2022,1,0,3,177.0
2022-07-11,S003,P0017,177,80.49,0,464,79.63,1,Sunny,452.0,25.0,89.0,188.66666666666666,0.8599999999999994,0,7,2022,0,1,3,194.0
2022-07-12,S003,P0017,194,15.32,5,211,11.79,1,Snowy,177.0,452.0,25.0,218.0,3.530000000000001,1,7,2022,0,1,2,59.0
2022-07-13,S003,P0017,59,40.17,15,80,37.62,1,Sunny,194.0,177.0,452.0,274.3333333333333,2.5500000000000043,2,7,2022,0,1,3,61.0
2022-07-14,S003,P0017,61,96.84,10,481,96.9,0,Sunny,59.0,194.0,177.0,143.33333333333334,-0.060000000000002274,3,7,2022,0,0,3,161.0
2022-07-15,S003,P0017,161,99.66,20,188,101.14,1,Cloudy,61.0,59.0,194.0,104.66666666666667,-1.480000000000004,4,7,2022,0,1,0,57.0
2022-07-16,S003,P0017,57,26.78,5,125,26.33,0,Snowy,161.0,61.0,59.0,93.66666666666667,0.45000000000000284,5,7,2022,1,0,2,2.0
2022-07-17,S003,P0017,2,80.76,10,268,84.8,1,Cloudy,57.0,161.0,61.0,93.0,-4.039999999999992,6,7,2022,1,1,0,217.0
2022-07-18,S003,P0017,217,30.47,5,390,27.98,0,Sunny,2.0,57.0,161.0,73.33333333333333,2.4899999999999984,0,7,2022,0,0,3,6.0
2022-07-19,S003,P0017,6,25.32,15,208,29.07,1,Snowy,217.0,2.0,57.0,92.0,-3.75,1,7,2022,0,1,2,42.0
2022-07-20,S003,P0017,42,76.27,10,144,79.85,0,Snowy,6.0,217.0,2.0,75.0,-3.5799999999999983,2,7,2022,0,0,2,239.0
2022-07-21,S003,P0017,239,84.18,20,383,82.41,1,Rainy,42.0,6.0,217.0,88.33333333333333,1.7700000000000102,3,7,2022,0,1,1,170.0
2022-07-22,S003,P0017,170,90.18,15,175,85.6,1,Rainy,239.0,42.0,6.0,95.66666666666667,4.5800000000000125,4,7,2022,0,1,1,38.0
2022-07-23,S003,P0017,38,29.9,0,100,28.02,1,Sunny,170.0,239.0,42.0,150.33333333333334,1.879999999999999,5,7,2022,1,1,3,358.0
2022-07-24,S003,P0017,358,80.5,0,380,79.01,1,Rainy,38.0,170.0,239.0,149.0,1.4899999999999949,6,7,2022,1,1,1,16.0
2022-07-25,S003,P0017,16,29.56,0,116,33.36,0,Sunny,358.0,38.0,170.0,188.66666666666666,-3.8000000000000007,0,7,2022,0,0,3,127.0
2022-07-26,S003,P0017,127,82.33,15,133,81.02,1,Sunny,16.0,358.0,38.0,137.33333333333334,1.3100000000000023,1,7,2022,0,1,3,18.0
2022-07-27,S003,P0017,18,68.13,10,94,69.89,1,Cloudy,127.0,16.0,358.0,167.0,-1.7600000000000051,2,7,2022,0,1,0,108.0
2022-07-28,S003,P0017,108,30.27,15,467,27.18,1,Rainy,18.0,127.0,16.0,53.666666666666664,3.09,3,7,2022,0,1,1,242.0
2022-07-29,S003,P0017,242,81.28,20,270,77.99,1,Cloudy,108.0,18.0,127.0,84.33333333333333,3.2900000000000063,4,7,2022,0,1,0,81.0
2022-07-30,S003,P0017,81,96.02,10,201,96.56,0,Cloudy,242.0,108.0,18.0,122.66666666666667,-0.5400000000000063,5,7,2022,1,0,0,126.0
2022-07-31,S003,P0017,126,32.11,15,156,34.3,0,Rainy,81.0,242.0,108.0,143.66666666666666,-2.1899999999999977,6,7,2022,1,0,1,16.0
2022-08-01,S003,P0017,16,80.11,10,162,76.17,1,Rainy,126.0,81.0,242.0,149.66666666666666,3.9399999999999977,0,8,2022,0,1,1,202.0
2022-08-02,S003,P0017,202,16.71,5,294,12.5,1,Snowy,16.0,126.0,81.0,74.33333333333333,4.210000000000001,1,8,2022,0,1,2,37.0
2022-08-03,S003,P0017,37,47.14,5,459,47.1,1,Cloudy,202.0,16.0,126.0,114.66666666666667,0.03999999999999915,2,8,2022,0,1,0,111.0
2022-08-04,S003,P0017,111,47.85,20,245,45.31,1,Sunny,37.0,202.0,16.0,85.0,2.539999999999999,3,8,2022,0,1,3,233.0
2022-08-05,S003,P0017,233,13.38,5,361,10.61,1,Rainy,111.0,37.0,202.0,116.66666666666667,2.7700000000000014,4,8,2022,0,1,1,74.0
2022-08-06,S003,P0017,74,92.61,0,205,88.63,1,Sunny,233.0,111.0,37.0,127.0,3.980000000000004,5,8,2022,1,1,3,199.0
2022-08-07,S003,P0017,199,97.58,10,485,99.71,1,Rainy,74.0,233.0,111.0,139.33333333333334,-2.1299999999999955,6,8,2022,1,1,1,93.0
2022-08-08,S003,P0017,93,73.5,0,342,72.76,0,Cloudy,199.0,74.0,233.0,168.66666666666666,0.7399999999999949,0,8,2022,0,0,0,173.0
2022-08-09,S003,P0017,173,57.11,10,195,56.19,1,Cloudy,93.0,199.0,74.0,122.0,0.9200000000000017,1,8,2022,0,1,0,165.0
2022-08-10,S003,P0017,165,23.75,5,441,25.83,1,Rainy,173.0,93.0,199.0,155.0,-2.0799999999999983,2,8,2022,0,1,1,11.0
2022-08-11,S003,P0017,11,68.36,15,280,69.16,1,Rainy,165.0,173.0,93.0,143.66666666666666,-0.7999999999999972,3,8,2022,0,1,1,101.0
2022-08-12,S003,P0017,101,66.78,5,247,62.04,1,Snowy,11.0,165.0,173.0,116.33333333333333,4.740000000000002,4,8,2022,0,1,2,113.0
2022-08-13,S003,P0017,113,24.26,20,306,27.12,1,Snowy,101.0,11.0,165.0,92.33333333333333,-2.8599999999999994,5,8,2022,1,1,2,289.0
2022-08-14,S003,P0017,289,14.05,5,317,10.45,0,Cloudy,113.0,101.0,11.0,75.0,3.6000000000000014,6,8,2022,1,0,0,143.0
2022-08-15,S003,P0017,143,51.15,15,151,53.3,1,Sunny,289.0,113.0,101.0,167.66666666666666,-2.1499999999999986,0,8,2022,0,1,3,36.0
2022-08-16,S003,P0017,36,14.53,0,125,17.63,1,Cloudy,143.0,289.0,113.0,181.66666666666666,-3.0999999999999996,1,8,2022,0,1,0,163.0
2022-08-17,S003,P0017,163,48.22,15,197,46.41,0,Cloudy,36.0,143.0,289.0,156.0,1.8100000000000023,2,8,2022,0,0,0,71.0
2022-08-18,S003,P0017,71,93.97,10,95,89.41,1,Cloudy,163.0,36.0,143.0,114.0,4.560000000000002,3,8,2022,0,1,0,414.0
2022-08-19,S003,P0017,414,82.54,5,462,82.17,0,Snowy,71.0,163.0,36.0,90.0,0.37000000000000455,4,8,2022,0,0,2,174.0
2022-08-20,S003,P0017,174,44.68,5,409,48.15,0,Cloudy,414.0,71.0,163.0,216.0,-3.469999999999999,5,8,2022,1,0,0,49.0
2022-08-21,S003,P0017,49,34.36,5,364,36.28,1,Cloudy,174.0,414.0,71.0,219.66666666666666,-1.9200000000000017,6,8,2022,1,1,0,84.0
2022-08-22,S003,P0017,84,28.4,15,187,24.97,0,Sunny,49.0,174.0,414.0,212.33333333333334,3.4299999999999997,0,8,2022,0,0,3,69.0
2022-08-23,S003,P0017,69,27.7,20,175,24.38,0,Snowy,84.0,49.0,174.0,102.33333333333333,3.3200000000000003,1,8,2022,0,0,2,185.0
